,도로명,열선,도로 종류,시작점_위도,시작점_경도,종료점_위도,종료점_경도,중앙점_위도,중앙점_경도,도로_길이,도로폭,도로규모,행정구역,고도의_차이,경사각,최근접_시설들_거리,최근접_시설의_평균거리,2019_평균_온도,2020_평균_온도,2021_평균_온도,2022_평균_온도,2023_평균_온도,2024_평균_온도,종합_평균_기온,행정동,생활인구,최근접_시설들_최소거리,최근접_시설들_최대거리,점수
5739,동일로,0,주거지 도로,37.5472861,127.0678063,37.5475179,127.0670687,37.547402,127.0674375,69.94949449,6m미만,소로,광진구,0.6198949813842791,0.5077447918129883,"145.13371497046012 ,161.28944832763125 ,206.89285048608014 ,235.69456780863845 ,216.1599840964428",193.03411313785057,4.090008776000024,0.9654827600000148,-5.8742031279999765,-1.5328050249999876,-7.702331124999972,-3.436926999999978,-2.248462,화양동,933033.0985672728,145.13371497046012,235.69456780863845,0.011205793
5737,동일로,0,주거지 도로,37.5475179,127.0670687,37.5472861,127.0678063,37.547402,127.0674375,69.94949449,6m미만,소로,광진구,0.6198949813842791,0.5077447918129883,"145.13371497046012 ,161.28944832763125 ,206.89285048608014 ,235.69456780863845 ,216.1599840964428",193.03411313785057,4.090008776000024,0.9654827600000148,-5.8742031279999765,-1.5328050249999876,-7.702331124999972,-3.436926999999978,-2.248462,화양동,933033.0985672728,145.13371497046012,235.69456780863845,0.011205793
2953,뚝섬로46길,0,주거지 도로,37.5296338,127.0768026,37.5296862,127.0764756,37.52966,127.0766391,29.41828045,6m미만,소로,광진구,0.1846532821655309,0.3596311403303854,"45.79349943415087 ,113.29426289823023 ,193.19176166767696 ,193.37428530097046 ,218.21298922107542",152.77335970442078,4.631423144000019,1.427485130000008,-2.7002297559999704,-2.136940059999984,-4.074273795999988,-3.801515799999976,-1.109009,자양2동,504804.4805581818,45.79349943415087,218.21298922107545,0.011192846
3023,뚝섬로46길,0,주거지 도로,37.5296862,127.0764756,37.5296338,127.0768026,37.52966,127.0766391,29.41828045,6m미만,소로,광진구,0.1846532821655309,0.3596311403303854,"45.79349943415087 ,113.29426289823023 ,193.19176166767696 ,193.37428530097046 ,218.21298922107542",152.77335970442078,4.631423144000019,1.427485130000008,-2.7002297559999704,-2.136940059999984,-4.074273795999988,-3.801515799999976,-1.109009,자양2동,504804.4805581818,45.79349943415087,218.21298922107545,0.011192846
4642,광나루로37길,0,주거지 도로,37.5467872,127.0891808,37.5462477,127.0885753,37.54651745,127.0888781,80.30204086,6m미만,소로,광진구,1.0920391082763707,0.7791266944691064,"15.226010389108088 ,15.914793258823636 ,86.47671826547422 ,118.0015017504181 ,118.0015017504181",70.72410508284842,3.1063026200000308,-0.2940576099999816,-4.527503247999971,-4.538440911999987,-6.550971087999966,-4.708430439999991,-2.91885,구의2동,457624.6836290909,15.226010389108088,118.0015017504181,0.011146552
4667,광나루로37길,0,주거지 도로,37.5462477,127.0885753,37.5467872,127.0891808,37.54651745,127.0888781,80.30204086,6m미만,소로,광진구,1.0920391082763707,0.7791266944691064,"15.226010389108088 ,15.914793258823636 ,86.47671826547422 ,118.0015017504181 ,118.0015017504181",70.72410508284842,3.1063026200000308,-0.2940576099999816,-4.527503247999971,-4.538440911999987,-6.550971087999966,-4.708430439999991,-2.91885,구의2동,457624.6836290909,15.226010389108088,118.0015017504181,0.011146552
7119,면목로9길,0,주거지 도로,37.5611796,127.0756339,37.5605146,127.0775168,37.5608471,127.0765753,181.695645,6m미만,소로,광진구,2.0248727798461896,0.6384964571672666,"81.34206636422496 ,157.97771771251527 ,258.59105333122 ,280.06721370257947 ,321.08207469599904",219.81202516130776,3.880142348000027,1.625730290000007,-3.3503371599999925,-1.6712348349999928,-7.150320894999979,-2.9145396099999723,-1.59676,중곡1동,356386.0065472728,81.34206636422496,321.08207469599904,0.011138602
7123,면목로9길,0,주거지 도로,37.5605146,127.0775168,37.5611796,127.0756339,37.5608471,127.0765753,181.695645,6m미만,소로,광진구,2.0248727798461896,0.6384964571672666,"81.34206636422496 ,157.97771771251527 ,258.59105333122 ,280.06721370257947 ,321.08207469599904",219.81202516130776,3.880142348000027,1.625730290000007,-3.3503371599999925,-1.6712348349999928,-7.150320894999979,-2.9145396099999723,-1.59676,중곡1동,356386.0065472728,81.34206636422496,321.08207469599904,0.011138602
3039,뚝섬로52다길,0,주거지 도로,37.5298242,127.0811963,37.5296926,127.0815628,37.5297584,127.0813795,35.4771337,6m미만,소로,광진구,0.598123550415032,0.9658829076523866,"91.20496426978487 ,98.0954246569441 ,122.08666723396458 ,118.07055837303201 ,156.42731331924713",117.17698557059452,4.22331155600001,1.033273490000018,-2.4438782559999934,-2.069263263999983,-4.654653591999977,-3.96615042999998,-1.312893,자양2동,504804.4805581818,91.20496426978488,156.42731331924713,0.011133068
3031,뚝섬로52다길,0,주거지 도로,37.5296926,127.0815628,37.5298242,127.0811963,37.5297584,127.0813795,35.4771337,6m미만,소로,광진구,0.598123550415032,0.9658829076523866,"91.20496426978487 ,98.0954246569441 ,122.08666723396458 ,118.07055837303201 ,156.42731331924713",117.17698557059452,4.22331155600001,1.033273490000018,-2.4438782559999934,-2.069263263999983,-4.654653591999977,-3.96615042999998,-1.312893,자양2동,504804.4805581818,91.20496426978488,156.42731331924713,0.011133068
3916,자양로,0,주거지 도로,37.5432769,127.0836789,37.5430452,127.0844509,37.54316105,127.0840649,72.77747431,6m미만,소로,광진구,0.7655849456787109,0.6027065797125187,"63.002860837438014 ,79.55843305400096 ,89.14524768040744 ,172.88002163209995 ,163.4438826421968",113.60608916922862,4.2718474400000215,0.9546590300000068,-2.972304147999978,-2.2387970559999872,-5.020381731999987,-2.9612525499999927,-1.327705,구의1동,525582.6877527273,63.002860837438014,172.88002163209995,0.011133
3895,자양로,0,주거지 도로,37.5430452,127.0844509,37.5432769,127.0836789,37.54316105,127.0840649,72.77747431,6m미만,소로,광진구,0.7655849456787109,0.6027065797125187,"63.002860837438014 ,79.55843305400096 ,89.14524768040744 ,172.88002163209995 ,163.4438826421968",113.60608916922862,4.2718474400000215,0.9546590300000068,-2.972304147999978,-2.2387970559999872,-5.020381731999987,-2.9612525499999927,-1.327705,구의1동,525582.6877527273,63.002860837438014,172.88002163209995,0.011133
2625,Achasan-ro 49-gil,0,주거지 도로,37.5390972,127.0842468,37.5391123,127.0849347,37.53910475,127.0845908,60.67590927,6m미만,소로,광진구,0.6185626983642614,0.5840844375705213,"87.00903604914681 ,136.44039390515775 ,165.05996586024096 ,154.61888188770638 ,167.36163351617364",142.0979822436851,4.478979452000021,1.0264374500000126,-2.1260023959999783,-3.834328791999974,-4.552796595999974,-2.0378174799999638,-1.174255,구의1동,525582.6877527273,87.00903604914681,167.36163351617364,0.011095633
2637,Achasan-ro 49-gil,0,주거지 도로,37.5391123,127.0849347,37.5390972,127.0842468,37.53910475,127.0845908,60.67590927,6m미만,소로,광진구,0.6185626983642614,0.5840844375705213,"87.00903604914681 ,136.44039390515775 ,165.05996586024096 ,154.61888188770638 ,167.36163351617364",142.0979822436851,4.478979452000021,1.0264374500000126,-2.1260023959999783,-3.834328791999974,-4.552796595999974,-2.0378174799999638,-1.174255,구의1동,525582.6877527273,87.00903604914681,167.36163351617364,0.011095633
5780,동일로56길,0,주거지 도로,37.5561685,127.0724934,37.5561778,127.0724651,37.55617315,127.0724793,2.70050522,6m미만,소로,광진구,0.0170383453369193,0.3614929888750988,"27.903511700828904 ,42.8278741600928 ,178.67941103591966 ,149.72590201121034 ,353.24103038588305",150.47554585878694,4.848809216000018,2.064945860000023,-4.165876732000004,-1.3525044699999853,-7.064870394999971,-2.7920605599999866,-1.41026,군자동,582292.51772,27.903511700828904,353.24103038588305,0.011067483
5971,동일로56길,0,주거지 도로,37.5561778,127.0724651,37.5561685,127.0724934,37.55617315,127.0724793,2.70050522,6m미만,소로,광진구,0.0170383453369193,0.3614929888750988,"27.903511700828904 ,42.8278741600928 ,178.67941103591966 ,149.72590201121034 ,353.24103038588305",150.47554585878694,4.848809216000018,2.064945860000023,-4.165876732000004,-1.3525044699999853,-7.064870394999971,-2.7920605599999866,-1.41026,군자동,582292.51772,27.903511700828904,353.24103038588305,0.011067483
6381,성덕정17길,0,주거지 도로,37.5425569,127.0759259,37.5427535,127.0753328,37.5426552,127.0756293,56.67726256,6m미만,소로,광진구,3.071382522583012,3.10187080776848,"283.9387293848191 ,394.50814215396474 ,375.59194583443775 ,437.45962405654234 ,487.8177070236723",395.86322969068726,5.134555688000011,1.544837150000016,-2.4999337839999782,-4.176130791999981,-6.815354934999988,-1.565561049999971,-1.396265,화양동,933033.0985672728,283.9387293848191,487.8177070236723,0.011066716
1831,수표로,0,주거지 도로,37.5427535,127.0753328,37.5425569,127.0759259,37.5426552,127.0756293,56.67726256,6m미만,소로,광진구,3.071382522583012,3.10187080776848,"283.9387293848191 ,394.50814215396474 ,375.59194583443775 ,437.45962405654234 ,487.8177070236723",395.86322969068726,5.134555688000011,1.544837150000016,-2.4999337839999782,-4.176130791999981,-6.815354934999988,-1.565561049999971,-1.396265,화양동,933033.0985672728,283.9387293848191,487.8177070236723,0.011066716
1786,자양번영로13길,0,주거지 도로,37.5376448,127.0759249,37.5377099,127.0756439,37.53767735,127.0757844,25.81240893,6m미만,소로,광진구,0.4963340759277308,1.101584044616986,"124.8130222774969 ,161.54936994108323 ,162.51374725567626 ,162.51374725567626 ,192.24946156372104",160.72786965873075,4.43317798400002,1.3665304400000196,-3.2334408759999747,-2.519074695999973,-7.598081515000004,-2.887195449999984,-1.739681,자양3동,619954.473070909,124.8130222774969,192.24946156372104,0.01106177
1779,자양번영로13길,0,주거지 도로,37.5377099,127.0756439,37.5376448,127.0759249,37.53767735,127.0757844,25.81240893,6m미만,소로,광진구,0.4963340759277308,1.101584044616986,"124.8130222774969 ,161.54936994108323 ,162.51374725567626 ,162.51374725567626 ,192.24946156372104",160.72786965873075,4.43317798400002,1.3665304400000196,-3.2334408759999747,-2.519074695999973,-7.598081515000004,-2.887195449999984,-1.739681,자양3동,619954.473070909,124.8130222774969,192.24946156372104,0.01106177
1371,뚝섬로46길,0,주거지 도로,37.5322044,127.0768883,37.5313264,127.0765933,37.5317654,127.0767408,101.0353894,6m미만,소로,광진구,1.1578035354614291,0.6565466483069466,"61.020999504378 ,149.06111724739827 ,149.06111724739827 ,149.06111724739827 ,144.96931808603256",130.6347338665211,4.593141320000018,1.2292399700000278,-2.8403685759999804,-2.184792339999967,-4.112555619999983,-3.21304668999998,-1.088064,자양2동,504804.4805581818,61.020999504378,149.06111724739827,0.011050144
1278,뚝섬로46길,0,주거지 도로,37.5313264,127.0765933,37.5322044,127.0768883,37.5317654,127.0767408,101.0353894,6m미만,소로,광진구,1.1578035354614291,0.6565466483069466,"61.020999504378 ,149.06111724739827 ,149.06111724739827 ,149.06111724739827 ,144.96931808603256",130.6347338665211,4.593141320000018,1.2292399700000278,-2.8403685759999804,-2.184792339999967,-4.112555619999983,-3.21304668999998,-1.088064,자양2동,504804.4805581818,61.020999504378,149.06111724739827,0.011050144
1665,자양로30길,0,주거지 도로,37.5430866,127.0883596,37.5431522,127.0878508,37.5431194,127.0881052,45.44806587,6m미만,소로,광진구,0.1500759124755895,0.1891983106257728,"165.75202617765567 ,165.75202617765567 ,183.1670129400305 ,204.23575263898505 ,206.78029425347972",185.13742243756133,4.426341944000024,0.963204080000016,-2.458917543999973,-3.303852087999973,-4.65191917599999,-2.52545499999998,-1.258433,구의1동,525582.6877527273,165.7520261776557,206.78029425347967,0.011026812
3917,광나루로30가길,0,주거지 도로,37.5433124,127.0833114,37.5438622,127.0835969,37.5435873,127.0834541,66.11419368,6m미만,소로,광진구,0.031412124633789,0.0272223629134012,"39.178735869818674 ,130.9124445214018 ,130.9124445214018 ,139.58993765416307 ,134.72909512186865",115.0645315377308,4.496753156000023,1.192211420000035,-2.7159526479999725,-1.6556828439999776,-4.366172703999984,-2.6952166599999905,-0.957343,구의1동,525582.6877527273,39.178735869818674,139.58993765416307,0.011022237
3958,광나루로30가길,0,주거지 도로,37.5438622,127.0835969,37.5433124,127.0833114,37.5435873,127.0834541,66.11419368,6m미만,소로,광진구,0.031412124633789,0.0272223629134012,"39.178735869818674 ,130.9124445214018 ,130.9124445214018 ,139.58993765416307 ,134.72909512186865",115.0645315377308,4.496753156000023,1.192211420000035,-2.7159526479999725,-1.6556828439999776,-4.366172703999984,-2.6952166599999905,-0.957343,구의1동,525582.6877527273,39.178735869818674,139.58993765416307,0.011022237
1131,광나루로32길,0,주거지 도로,37.5451288,127.0838085,37.5442489,127.0838038,37.54468885,127.0838062,117.637794,6m미만,소로,광진구,0.8880939483642507,0.5200527906256647,"52.8738874039827 ,52.8738874039827 ,94.81459053780324 ,133.6022310596162 ,221.93928376538426",111.22077603415384,4.483081076000008,1.155182870000014,-2.770640967999981,-2.7788442159999818,-4.681314147999979,-2.855863599999973,-1.2414,구의1동,525582.6877527273,52.8738874039827,221.93928376538423,0.011012231
2342,능동로3마길,0,주거지 도로,37.5344707,127.0646068,37.5342262,127.0641985,37.53434845,127.0644027,45.11450013,6m미만,소로,광진구,0.5765304565429688,0.7321595155929294,"17.0908496110405 ,16.19929102124809 ,115.84785973994983 ,120.14565519497644 ,161.1845181255776",86.09363473855849,4.99510047199999,0.97345814000001,-3.4248499959999776,-1.96347554499998,-7.267388079999975,-3.345779799999993,-1.672156,자양4동,627107.2152381819,16.19929102124809,161.1845181255776,0.010996294
4887,능동로3마길,0,주거지 도로,37.5342262,127.0641985,37.5344707,127.0646068,37.53434845,127.0644027,45.11450013,6m미만,소로,광진구,0.5765304565429688,0.7321595155929294,"17.0908496110405 ,16.19929102124809 ,115.84785973994983 ,120.14565519497644 ,161.1845181255776",86.09363473855849,4.99510047199999,0.97345814000001,-3.4248499959999776,-1.96347554499998,-7.267388079999975,-3.345779799999993,-1.672156,자양4동,627107.2152381819,16.19929102124809,161.1845181255776,0.010996294
3858,광나루로46길,0,주거지 도로,37.5423162,127.0924311,37.5433055,127.0925909,37.54281085,127.092511,110.903854,폭6-8m,소로3류,광진구,0.478271484375,0.2470861504804279,"62.35983860819409 ,93.70363413612523 ,99.93482278893325 ,149.9535162572857 ,193.23258530088253",119.83687941828416,4.033953248000023,0.7507171700000109,-3.1008216999999947,-3.4446745119999838,-5.000557215999981,-1.86919515999998,-1.43843,구의3동,668180.4635927272,62.35983860819409,193.23258530088253,0.01097805
1569,광나루로46길,0,주거지 도로,37.5433055,127.0925909,37.5423162,127.0924311,37.54281085,127.092511,110.903854,폭6-8m,소로3류,광진구,0.478271484375,0.2470861504804279,"62.35983860819409 ,93.70363413612523 ,99.93482278893325 ,149.9535162572857 ,193.23258530088253",119.83687941828416,4.033953248000023,0.7507171700000109,-3.1008216999999947,-3.4446745119999838,-5.000557215999981,-1.86919515999998,-1.43843,구의3동,668180.4635927272,62.35983860819409,193.23258530088253,0.01097805
2931,뚝섬로58길,0,주거지 도로,37.5277611,127.0842904,37.5283532,127.0841329,37.52805715,127.0842117,67.3039184,6m미만,소로,광진구,0.0225143432617223,0.0191711102752089,"58.075097489051444 ,84.08427519899455 ,97.04277704233601 ,170.07867114902038 ,213.87581835569833",124.63132784702016,4.155634760000021,1.077138080000026,-2.3085246639999752,-2.973671355999977,-4.448888788,-3.4483203999999765,-1.324439,자양2동,504804.4805581818,58.07509748905144,213.87581835569836,0.01096678
2938,뚝섬로58길,0,주거지 도로,37.5283532,127.0841329,37.5277611,127.0842904,37.52805715,127.0842117,67.3039184,6m미만,소로,광진구,0.0225143432617223,0.0191711102752089,"58.075097489051444 ,84.08427519899455 ,97.04277704233601 ,170.07867114902038 ,213.87581835569833",124.63132784702016,4.155634760000021,1.077138080000026,-2.3085246639999752,-2.973671355999977,-4.448888788,-3.4483203999999765,-1.324439,자양2동,504804.4805581818,58.07509748905144,213.87581835569836,0.01096678
2025,아차산로26길,0,주거지 도로,37.5396926,127.0655088,37.5399545,127.0656574,37.53982355,127.0655831,31.93358989,6m미만,소로,광진구,0.2558403015136807,0.4590237630071174,"73.00304724850764 ,73.20094234111261 ,327.63743113260836 ,269.3420059165265 ,315.5484199511417",211.7463693179793,5.252135576000024,1.5009725600000177,-3.3633256359999906,-0.864582114999962,-6.598310664999985,-3.0899979699999847,-1.193851,자양4동,627107.2152381819,73.00304724850764,327.6374311326084,0.010961494
2027,아차산로26길,0,주거지 도로,37.5399545,127.0656574,37.5396926,127.0655088,37.53982355,127.0655831,31.93358989,6m미만,소로,광진구,0.2558403015136807,0.4590237630071174,"73.00304724850764 ,73.20094234111261 ,327.63743113260836 ,269.3420059165265 ,315.5484199511417",211.7463693179793,5.252135576000024,1.5009725600000177,-3.3633256359999906,-0.864582114999962,-6.598310664999985,-3.0899979699999847,-1.193851,자양4동,627107.2152381819,73.00304724850764,327.6374311326084,0.010961494
